"patent_id";"patent_name";"publication_number";"publication_date";"application_number";"application_date";"patent_holder";"classification";"cited_patent_name";"cited_publication_number";"cited_publication_date";"cited_application_number";"cited_application_date";"cited_grant_number";"cited_grant_date";"cited_priority_date";"cited_inventors";"cited_patent_holder";"cited_classification";"cited_claims_count";"cited_cited_patents_count";"cited_cited_by_count";"cited_legal_status";"cited_family_to_family_reference";"added_by"
"""US10014907B2""";"""Integrated circuit having eye opening monitor and serializer/deserializer device""";"""US20160209462A1""";"2016/7/21";"""US14/957,969""";"2015/12/3";"""Samsung Electronics Co Ltd""";"""G11C29/12005||H04B3/46||G01R31/3171||G11C29/50004||G11C29/702||G11C5/147||G11C7/06||G11C7/22||G11C2029/0405||""";"""Lane adaptation in high-speed serial links""";"""US11177986B1""";"2021/11/16";"""US17/205,456""";"2021/3/18";"""US11177986B1""";"2021/11/16";"2020/11/24";"""Aravind Ganesan,Harshavardhan ADEPU,Rakesh Chikkanayakanahalli Manjunath""";"";"""H04L25/03178||H04L27/01||H04L25/03019||H04L25/03878||H04L27/3411||H04L2025/03636||""";"22";"125";"0";"""US - Active""";FALSE;TRUE
"""US10014942B2""";"""Optical splitter""";"""US20150288449A1""";"2015/10/8";"""US14/676,212""";"2015/4/1";"""Commscope Technologies LLC""";"""H04B10/25891||H04B10/2504||G02B6/3897||G02B6/4246||G02B6/4292||G02B6/43||H04B10/27||G02B6/3825||""";"""Taps for bidirectional high-speed data on optical fibers""";"""US9735870B2""";"2017/8/15";"""US14/918,538""";"2015/10/20";"";"2017/8/15";"2015/10/20";"""Randy Fung,Marcel Felix Desdier""";"";"""H04B10/2503||H04B10/801||H04B10/0793||H04B10/07957||H04B10/2589||""";"12";"10";"1";"""US - Active""";TRUE;TRUE
"""US10014943B2""";"""Optical source, communications network optical apparatus and method of providing an optical signal""";"""US20170104536A1""";"2017/4/13";"""US15/129,312""";"2014/3/27";"""Telefonaktiebolaget LM Ericsson AB""";"""H04B10/2569||H04B10/50||H04B10/503||""";"""Optical Source, Communications Network Optical Apparatus and Method of Providing an Optical Signal""";"""US20180248625A1""";"2018/8/30";"""US15/962,687""";"2018/4/25";"";"2019/10/29";"2014/3/27";"""Francesco Testa,Antonio D'Errico,Ernesto Ciaramella,Luca Giorgi,Wei-Ping Huang,Marco Presi""";"";"""H04B10/2569||H04B10/50||H04B10/503||""";"16";"10";"4";"""US - Active, EP - Active Active Application Filing Active, WO - Active Active Application Filing Active, CN - Active Active Application Filing Active""";FALSE;TRUE
"""US10014988B2""";"""Method for mapping physical hybrid automatic repeat request indicator channel""";"""US20170126369A1""";"2017/5/4";"""US15/406,403""";"2017/1/13";"""Goldpeak Innovations Inc""";"""H04L1/1861||H04L1/18||H04L1/1812||H04L1/1854||H04L1/1864||H04L1/1896||H04L5/0007||H04L5/0053||H04L5/0055||H04L5/0073||H04W72/04||H04W72/0406||H04L1/0668||H04L5/0016||""";"""Method and apparatus for transmitting/receiving resource allocation information in mobile communication system""";"""HUE037913T2""";"2018/9/28";"""HUE13185491A""";"2008/3/19";"";"";"2007/3/19";"""Dae Won Lee,Young Woo Yun,Ki Jun Kim,Suk Hyon Yoon,Joon Kui Ahn,Dong Youn Seo,Eun Sun Kim""";"";"""H04L5/0053||H04L47/10||H04L5/0039||H04L5/0041||H04L5/0044||H04L5/0058||H04L5/0091||H04W72/0453||H04W72/1289||H04L12/56||H04L5/0007||H04L5/0092||H04L5/0094||H04W72/04||H04W72/0406||H04W72/042||H04W72/121||H04W88/02||""";"";"163";"49";"""HU - Application Filing Active Active Active Active IP Right Grant Active  IP Right Grant Active Active Active Active Active Active IP Right Grant, WO - Application Filing Active Active Active Active IP Right Grant Active  IP Right Grant Active Active Active Active Active Active IP Right Grant, CN - Application Filing Active Active Active Active IP Right Grant Active  IP Right Grant Active Active Active Active Active Active IP Right Grant, ES - Application Filing Active Active Active Active IP Right Grant Active  IP Right Grant Active Active Active Active Active Active IP Right Grant, MX - Application Filing Active Active Active Active IP Right Grant Active  IP Right Grant Active Active Active Active Active Active IP Right Grant, EP - Application Filing Active Active Active Active IP Right Grant Active  IP Right Grant Active Active Active Active Active Active IP Right Grant, PL - Application Filing Active Active Active Active IP Right Grant Active  IP Right Grant Active Active Active Active Active Active IP Right Grant, KR - Application Filing Active Active Active Active IP Right Grant Active  IP Right Grant Active Active Active Active Active Active IP Right Grant, US - Active, JP - Active, GB - Application Filing Active Active Active Active IP Right Grant Active  IP Right Grant Active Active Active Active Active Active IP Right Grant, BR - Application Filing Active Active Active Active IP Right Grant Active  IP Right Grant Active Active Active Active Active Active IP Right Grant""";TRUE;TRUE
"""US10014988B2""";"""Method for mapping physical hybrid automatic repeat request indicator channel""";"""US20170126369A1""";"2017/5/4";"""US15/406,403""";"2017/1/13";"""Goldpeak Innovations Inc""";"""H04L1/1861||H04L1/18||H04L1/1812||H04L1/1854||H04L1/1864||H04L1/1896||H04L5/0007||H04L5/0053||H04L5/0055||H04L5/0073||H04W72/04||H04W72/0406||H04L1/0668||H04L5/0016||""";"""Control channel coordination in heterogeneous networks""";"""WO2011044946A1""";"2011/4/21";"""PCT/EP2009/063556""";"2009/10/16";"";"";"2009/10/16";"""Sabine Roessel,Frank Frederiksen,Troels Emil Kolding,Klaus Ingemann Pedersen,Risto Juhani Mononen""";"";"""H04L5/0053||H04L5/0055||H04L5/0073||H04W24/02||H04W16/10||H04W28/18||H04W84/045||""";"";"3";"12";"""WO - Application Filing Withdrawn Abandoned, EP - Application Filing Withdrawn Abandoned, US - Application Filing Withdrawn Abandoned""";TRUE;FALSE
"""US10014988B2""";"""Method for mapping physical hybrid automatic repeat request indicator channel""";"""US20170126369A1""";"2017/5/4";"""US15/406,403""";"2017/1/13";"""Goldpeak Innovations Inc""";"""H04L1/1861||H04L1/18||H04L1/1812||H04L1/1854||H04L1/1864||H04L1/1896||H04L5/0007||H04L5/0053||H04L5/0055||H04L5/0073||H04W72/04||H04W72/0406||H04L1/0668||H04L5/0016||""";"""Transmission method and device of physical hybrid ARQ indicator channel""";"""CN103731248B""";"2017/3/22";"""CN201310419761.6A""";"2009/11/2";"""CN103731248B""";"2017/3/22";"2009/11/2";"""����,�����,��Ƽ,����,��־��""";"";"""H04L1/18(2006.01)I;?H04W72/12(2009.01)I""";"5";"5";"1";"""CN - Expired - Fee Related""";TRUE;TRUE
"""US10014988B2""";"""Method for mapping physical hybrid automatic repeat request indicator channel""";"""US20170126369A1""";"2017/5/4";"""US15/406,403""";"2017/1/13";"""Goldpeak Innovations Inc""";"""H04L1/1861||H04L1/18||H04L1/1812||H04L1/1854||H04L1/1864||H04L1/1896||H04L5/0007||H04L5/0053||H04L5/0055||H04L5/0073||H04W72/04||H04W72/0406||H04L1/0668||H04L5/0016||""";"""Transmission method of physical mixed retransmission indicating channel (PHICH) and device thereof""";"""CN101702644B""";"2014/8/13";"""CN200910221157.6A""";"2009/11/2";"""CN101702644B""";"2014/8/13";"2009/11/2";"""����,�����,��Ƽ,����,��־��""";"";"""H04L1/1861||H04L5/0007||H04L5/0053||H04L5/0055||H04L5/0094||H04L1/1812||H04W48/08||""";"10";"6";"24";"""CN - Expired - Fee Related, WO - Application Filing""";TRUE;TRUE
"""US10014988B2""";"""Method for mapping physical hybrid automatic repeat request indicator channel""";"""US20170126369A1""";"2017/5/4";"""US15/406,403""";"2017/1/13";"""Goldpeak Innovations Inc""";"""H04L1/1861||H04L1/18||H04L1/1812||H04L1/1854||H04L1/1864||H04L1/1896||H04L5/0007||H04L5/0053||H04L5/0055||H04L5/0073||H04W72/04||H04W72/0406||H04L1/0668||H04L5/0016||""";"""The method of mobile position estimation""";"""CN102271396B""";"2016/3/2";"""CN201010605305.7A""";"2010/12/17";"""CN102271396B""";"2016/3/2";"2010/3/12";"""����,����""";"";"""H04W64/00||G01S5/10||H04L5/0048||H04W4/023||H04W72/044||H04L5/00||H04W28/0226||H04W36/32||H04W40/20||H04W48/04||H04W64/003||""";"13";"14";"4";"""CN - Active, WO - Application Filing Active IP Right Grant, US - Application Filing Active IP Right Grant, KR - Application Filing Active IP Right Grant""";TRUE;TRUE
"""US10014988B2""";"""Method for mapping physical hybrid automatic repeat request indicator channel""";"""US20170126369A1""";"2017/5/4";"""US15/406,403""";"2017/1/13";"""Goldpeak Innovations Inc""";"""H04L1/1861||H04L1/18||H04L1/1812||H04L1/1854||H04L1/1864||H04L1/1896||H04L5/0007||H04L5/0053||H04L5/0055||H04L5/0073||H04W72/04||H04W72/0406||H04L1/0668||H04L5/0016||""";"""Mapping method and device of PHICH resources""";"""CN101848544B""";"2015/6/3";"""CN201010174881.0A""";"2010/4/30";"""CN101848544B""";"2015/6/3";"2010/4/30";"""����,��Ƽ,����,��־��,�����""";"";"""H04L1/1861||H04L5/001||H04L5/0023||H04L5/0053||H04B7/0413||H04L5/0048||H04W72/1284||""";"15";"4";"15";"""CN - Active, WO - Application Filing""";TRUE;TRUE
"""US10014988B2""";"""Method for mapping physical hybrid automatic repeat request indicator channel""";"""US20170126369A1""";"2017/5/4";"""US15/406,403""";"2017/1/13";"""Goldpeak Innovations Inc""";"""H04L1/1861||H04L1/18||H04L1/1812||H04L1/1854||H04L1/1864||H04L1/1896||H04L5/0007||H04L5/0053||H04L5/0055||H04L5/0073||H04W72/04||H04W72/0406||H04L1/0668||H04L5/0016||""";"""The determining method and device of repeated link resource unit group, base station""";"""CN102340394B""";"2018/7/10";"""CN201010236752.XA""";"2010/7/22";"""CN102340394B""";"2018/7/10";"2010/7/22";"""�Ϸ�,Ԭ��,����,���,��˨˨,Ԭ߮��""";"";"""H04B7/15542||H04L5/0044||H04L5/0058||H04W72/04||H04W84/047||""";"27";"9";"3";"""CN - Active, WO - Application Filing""";TRUE;TRUE
"""US10014988B2""";"""Method for mapping physical hybrid automatic repeat request indicator channel""";"""US20170126369A1""";"2017/5/4";"""US15/406,403""";"2017/1/13";"""Goldpeak Innovations Inc""";"""H04L1/1861||H04L1/18||H04L1/1812||H04L1/1854||H04L1/1864||H04L1/1896||H04L5/0007||H04L5/0053||H04L5/0055||H04L5/0073||H04W72/04||H04W72/0406||H04L1/0668||H04L5/0016||""";"""Method for obtaining parameter information, base station, user equipment and communication system""";"""CN102142933B""";"2014/3/26";"""CN201110068247.3A""";"2011/3/21";"""CN102142933B""";"2014/3/26";"2011/3/21";"""��ѩ��,�Կ�""";"";"""H04L1/00(2006.01)I;?H04L1/18(2006.01)I""";"17";"7";"1";"""CN - Active""";TRUE;TRUE
"""US10014988B2""";"""Method for mapping physical hybrid automatic repeat request indicator channel""";"""US20170126369A1""";"2017/5/4";"""US15/406,403""";"2017/1/13";"""Goldpeak Innovations Inc""";"""H04L1/1861||H04L1/18||H04L1/1812||H04L1/1854||H04L1/1864||H04L1/1896||H04L5/0007||H04L5/0053||H04L5/0055||H04L5/0073||H04W72/04||H04W72/0406||H04L1/0668||H04L5/0016||""";"""The method and apparatus that control channel and data channel are set in wireless communication system""";"""CN103688480B""";"2017/4/5";"""CN201280034996.7A""";"2012/7/13";"""CN103688480B""";"2017/4/5";"2011/7/14";"""�춫��,������,������,���ϱ�""";"";"""H04W72/042||H04L27/2601||H04L5/001||H04L5/0044||H04L5/0048||H04L5/0053||H04L5/0091||H04L5/0051||H04L5/0064||""";"6";"16";"37";"""WO - Application Filing Active Active Active Active Active, EP - Application Filing Active Active Active Active Active, CN - Application Filing Active Active Active Active Active, US - Active""";TRUE;TRUE
"""US10014988B2""";"""Method for mapping physical hybrid automatic repeat request indicator channel""";"""US20170126369A1""";"2017/5/4";"""US15/406,403""";"2017/1/13";"""Goldpeak Innovations Inc""";"""H04L1/1861||H04L1/18||H04L1/1812||H04L1/1854||H04L1/1864||H04L1/1896||H04L5/0007||H04L5/0053||H04L5/0055||H04L5/0073||H04W72/04||H04W72/0406||H04L1/0668||H04L5/0016||""";"""Mapping method and device for physical hybrid automatic repeat request indicator channel""";"""CN102938694A""";"2013/2/20";"""CN2011102332633A""";"2011/8/15";"";"";"2011/8/15";"""Ԭ��,�Ϸ�,����,���,��˨˨""";"";"""H04L5/00(2006.01)I;?H04L1/18(2006.01)I;?H04L1/16(2006.01)I""";"14";"4";"9";"""CN - Pending""";TRUE;TRUE
"""US10014988B2""";"""Method for mapping physical hybrid automatic repeat request indicator channel""";"""US20170126369A1""";"2017/5/4";"""US15/406,403""";"2017/1/13";"""Goldpeak Innovations Inc""";"""H04L1/1861||H04L1/18||H04L1/1812||H04L1/1854||H04L1/1864||H04L1/1896||H04L5/0007||H04L5/0053||H04L5/0055||H04L5/0073||H04W72/04||H04W72/0406||H04L1/0668||H04L5/0016||""";"""Method and terminal for detecting phich in wireless access system""";"""WO2013115554A1""";"2013/8/8";"""PCT/KR2013/000746""";"2013/1/30";"";"";"2012/1/30";"""???,???,???,???""";"";"""H04W24/02||H04J11/0056||H04L1/1692||H04L1/1861||H04L27/2602||H04L5/005||H04W4/06||H04L12/189||""";"";"9";"3";"""WO - Application Filing Expired - Fee Related, US - Application Filing Expired - Fee Related""";TRUE;TRUE
"""US10014988B2""";"""Method for mapping physical hybrid automatic repeat request indicator channel""";"""US20170126369A1""";"2017/5/4";"""US15/406,403""";"2017/1/13";"""Goldpeak Innovations Inc""";"""H04L1/1861||H04L1/18||H04L1/1812||H04L1/1854||H04L1/1864||H04L1/1896||H04L5/0007||H04L5/0053||H04L5/0055||H04L5/0073||H04W72/04||H04W72/0406||H04L1/0668||H04L5/0016||""";"""The sending method of physical hybrid ARQ indicator channel, apparatus and system""";"""CN103582140B""";"2018/10/23";"""CN201210264053.5A""";"2012/7/27";"""CN103582140B""";"2018/10/23";"2012/7/27";"""�����,����,���Ʒ�""";"";"""H04L1/1896||H04L1/1861||H04W72/0466||H04W84/042||""";"13";"7";"3";"""CN - Expired - Fee Related, WO - Application Filing Active, US - Application Filing Active""";TRUE;TRUE
"""US10014988B2""";"""Method for mapping physical hybrid automatic repeat request indicator channel""";"""US20170126369A1""";"2017/5/4";"""US15/406,403""";"2017/1/13";"""Goldpeak Innovations Inc""";"""H04L1/1861||H04L1/18||H04L1/1812||H04L1/1854||H04L1/1864||H04L1/1896||H04L5/0007||H04L5/0053||H04L5/0055||H04L5/0073||H04W72/04||H04W72/0406||H04L1/0668||H04L5/0016||""";"""Enhance the transmission method and device of physical hybrid automatic repeat request indicator channel""";"""CN104168092B""";"2019/2/15";"""CN201310186243.4A""";"2013/5/17";"""CN104168092B""";"2019/2/15";"2013/5/17";"""�����,���Ʒ�,��ɭ��,����ΰ""";"";"""H04L1/1864||H04L1/1861||H04L5/0053||""";"80";"5";"3";"""CN - Active, WO - Application Filing""";TRUE;TRUE
"""US10014988B2""";"""Method for mapping physical hybrid automatic repeat request indicator channel""";"""US20170126369A1""";"2017/5/4";"""US15/406,403""";"2017/1/13";"""Goldpeak Innovations Inc""";"""H04L1/1861||H04L1/18||H04L1/1812||H04L1/1854||H04L1/1864||H04L1/1896||H04L5/0007||H04L5/0053||H04L5/0055||H04L5/0073||H04W72/04||H04W72/0406||H04L1/0668||H04L5/0016||""";"""A kind of descending resource allocation method of wireless communication system""";"""CN104349472B""";"2018/3/30";"""CN201310345502.3A""";"2013/8/9";"""CN104349472B""";"2018/3/30";"2013/8/9";"""����""";"";"""H04W72/04(2009.01)I;?H04L27/26(2006.01)I""";"4";"5";"2";"""CN - Active""";TRUE;TRUE
"""US10014988B2""";"""Method for mapping physical hybrid automatic repeat request indicator channel""";"""US20170126369A1""";"2017/5/4";"""US15/406,403""";"2017/1/13";"""Goldpeak Innovations Inc""";"""H04L1/1861||H04L1/18||H04L1/1812||H04L1/1854||H04L1/1864||H04L1/1896||H04L5/0007||H04L5/0053||H04L5/0055||H04L5/0073||H04W72/04||H04W72/0406||H04L1/0668||H04L5/0016||""";"""Data processing method and device""";"""CN108810984B""";"2020/3/24";"""CN201710314137.8A""";"2017/5/5";"""CN108810984B""";"2020/3/24";"2017/5/5";"""������""";"";"""H04W28/065||H04W28/06||H04L47/34||H04L69/04||H04W80/02||H04W80/04||""";"18";"8";"2";"""CN - Active, WO - Pending Pending, US - Pending Pending, EP - Pending Pending""";TRUE;TRUE
"""US10014988B2""";"""Method for mapping physical hybrid automatic repeat request indicator channel""";"""US20170126369A1""";"2017/5/4";"""US15/406,403""";"2017/1/13";"""Goldpeak Innovations Inc""";"""H04L1/1861||H04L1/18||H04L1/1812||H04L1/1854||H04L1/1864||H04L1/1896||H04L5/0007||H04L5/0053||H04L5/0055||H04L5/0073||H04W72/04||H04W72/0406||H04L1/0668||H04L5/0016||""";"""Method and apparatus for transmitting/receiving wireless signal in wireless communication system""";"""WO2021230699A1""";"2021/11/18";"""PCT/KR2021/006056""";"2021/5/14";"";"";"2020/5/14";"""???,???,???""";"";"""H04L1/00||H04L1/18||H04L27/26||H04L5/00||H04W72/04||H04W72/12||""";"14";"5";"0";"""WO - """;TRUE;TRUE
"""US10014993B2""";"""Downlink interference coordination in a radio communication network""";"""US20160277163A1""";"2016/9/22";"""US15/167,059""";"2016/5/27";"""Telefonaktiebolaget LM Ericsson AB""";"""H04L5/0032||H04B15/02||H04W52/143||H04W52/244||H04W52/247||H04W52/367||H04W72/0426||H04W72/082||H04W52/343||H04W52/60||H04W92/20||""";"""System and method for interference coordination among communication nodes""";"""CN104053241A""";"2014/9/17";"""CN201310084518.3A""";"2013/3/15";"";"";"2013/3/15";"""������,�,л��,Ѧ��,֣��,�ž���""";"";"""H04W72/082||H04W24/10||H04W72/0406||H04W84/045||H04W92/20||""";"25";"19";"5";"""CN - Pending, EP - Withdrawn Application Filing Abandoned, WO - Withdrawn Application Filing Abandoned, US - Withdrawn Application Filing Abandoned""";TRUE;TRUE
"""US10014993B2""";"""Downlink interference coordination in a radio communication network""";"""US20160277163A1""";"2016/9/22";"""US15/167,059""";"2016/5/27";"""Telefonaktiebolaget LM Ericsson AB""";"""H04L5/0032||H04B15/02||H04W52/143||H04W52/244||H04W52/247||H04W52/367||H04W72/0426||H04W72/082||H04W52/343||H04W52/60||H04W92/20||""";"""Method and network element for scheduling a communication device.""";"""MX366079B""";"2019/6/27";"""MX2017000562A""";"2014/7/17";"";"";"2014/7/17";"""Zhang Jianwei,Sun Ying""";"";"""H04W52/0216||H04L5/0032||H04L5/0058||H04W72/1231||H04W72/1236||H04L5/0044||H04W72/1221||H04W72/1247||Y02D30/70||""";"";"33";"2";"""MX - IP Right Grant Active Application Filing Active Application Discontinuation Active, CN - IP Right Grant Active Application Filing Active Application Discontinuation Active, WO - IP Right Grant Active Application Filing Active Application Discontinuation Active, EP - IP Right Grant Active Application Filing Active Application Discontinuation Active, BR - IP Right Grant Active Application Filing Active Application Discontinuation Active, US - IP Right Grant Active Application Filing Active Application Discontinuation Active""";TRUE;TRUE
"""US10014993B2""";"""Downlink interference coordination in a radio communication network""";"""US20160277163A1""";"2016/9/22";"""US15/167,059""";"2016/5/27";"""Telefonaktiebolaget LM Ericsson AB""";"""H04L5/0032||H04B15/02||H04W52/143||H04W52/244||H04W52/247||H04W52/367||H04W72/0426||H04W72/082||H04W52/343||H04W52/60||H04W92/20||""";"""Techniques to reduce base station to base station interference in semi-synchronous time division duplex operations""";"""US11166184B2""";"2021/11/2";"""US16/415,540""";"2019/5/17";"";"2021/11/2";"2018/6/29";"""Marco Papaleo,Alessio MARCONE,Vasanthan Raghavan,Peter Gaal,Guillaume LEBRUN""";"";"""H04W24/10||H04B7/0617||H04J11/0023||H04J11/0056||H04L5/14||H04W72/044||H04W72/046||H04W72/085||H04W72/12||H04W72/082||""";"28";"15";"2";"""US - Active Pending Pending Application Filing, CN - Active Pending Pending Application Filing, EP - Active Pending Pending Application Filing, WO - Active Pending Pending Application Filing""";TRUE;TRUE
"""US10014993B2""";"""Downlink interference coordination in a radio communication network""";"""US20160277163A1""";"2016/9/22";"""US15/167,059""";"2016/5/27";"""Telefonaktiebolaget LM Ericsson AB""";"""H04L5/0032||H04B15/02||H04W52/143||H04W52/244||H04W52/247||H04W52/367||H04W72/0426||H04W72/082||H04W52/343||H04W52/60||H04W92/20||""";"""Centrally-controlled inter-cell interference mitigation introduction""";"""WO2020061721A1""";"2020/4/2";"""PCT/CN2018/107175""";"2018/9/24";"";"";"2018/9/24";"""Yiqing Cao,Huilin Xu,Wanshi Chen,Yuwei REN,Tingfang Ji""";"";"""H04W72/082||H04L5/0048||H04L5/0073||H04W92/20||""";"25";"3";"0";"""WO - Application Filing""";TRUE;TRUE
"""US10014999B2""";"""Methods for repetitive transmission of physical control channel, base station and user equipment""";"""US20170012755A1""";"2017/1/12";"""US15/113,509""";"2015/1/12";"""Sharp Corp""";"""H04L5/0053||H04L1/08||H04L27/261||H04L5/0091||H04L5/0094||H04L25/03866||H04W84/042||H04W88/02||""";"""Method and device for repeated transmission""";"""CN108737045B""";"2021/5/4";"""CN201710257589.7A""";"2017/4/19";"""CN108737045B""";"2021/5/4";"2017/4/19";"""����,��Ӣ��,���""";"";"""H04L5/003||H04L1/1671||H04L1/18||H04L1/1861||H04L5/00||H04L5/0053||H04W72/12||""";"16";"5";"13";"""CN - Active Pending, WO - Pending, EP - Pending, US - Pending""";TRUE;TRUE
"""US10014999B2""";"""Methods for repetitive transmission of physical control channel, base station and user equipment""";"""US20170012755A1""";"2017/1/12";"""US15/113,509""";"2015/1/12";"""Sharp Corp""";"""H04L5/0053||H04L1/08||H04L27/261||H04L5/0091||H04L5/0094||H04L25/03866||H04W84/042||H04W88/02||""";"""Data sending and receiving processing method and device for physical downlink control channel""";"""CN108988996B""";"2021/3/5";"""CN201710414787.XA""";"2017/6/5";"""CN108988996B""";"2021/3/5";"2017/6/5";"""���,����Ӣ,����,������,������""";"";"""H04W72/1289||H04L1/1806||""";"10";"10";"2";"""CN - Active""";TRUE;TRUE
"""US10014999B2""";"""Methods for repetitive transmission of physical control channel, base station and user equipment""";"""US20170012755A1""";"2017/1/12";"""US15/113,509""";"2015/1/12";"""Sharp Corp""";"""H04L5/0053||H04L1/08||H04L27/261||H04L5/0091||H04L5/0094||H04L25/03866||H04W84/042||H04W88/02||""";"""Sending and receiving method, device, equipment and base station of physical downlink control channel""";"""CN110166197B""";"2021/11/19";"""CN201810148196.7A""";"2018/2/12";"""CN110166197B""";"2021/11/19";"2018/2/12";"""�ܻ�""";"";"""H04L5/003||H04W72/1289||""";"18";"5";"2";"""CN - Active""";TRUE;TRUE
"""US10014999B2""";"""Methods for repetitive transmission of physical control channel, base station and user equipment""";"""US20170012755A1""";"2017/1/12";"""US15/113,509""";"2015/1/12";"""Sharp Corp""";"""H04L5/0053||H04L1/08||H04L27/261||H04L5/0091||H04L5/0094||H04L25/03866||H04W84/042||H04W88/02||""";"""Channel transmission method and device, the network equipment and computer readable storage medium""";"""CN110149661A""";"2019/8/20";"""CN201810150224.9A""";"2018/2/13";"";"";"2018/2/13";"""ʯ��,����ǿ,�����,����,��ΰ""";"";"""H04L1/18||H04L5/00||H04L5/0053||H04W28/10||""";"24";"5";"5";"""CN - Pending, WO - Application Filing""";TRUE;TRUE
"""US10014999B2""";"""Methods for repetitive transmission of physical control channel, base station and user equipment""";"""US20170012755A1""";"2017/1/12";"""US15/113,509""";"2015/1/12";"""Sharp Corp""";"""H04L5/0053||H04L1/08||H04L27/261||H04L5/0091||H04L5/0094||H04L25/03866||H04W84/042||H04W88/02||""";"""Physical Downlink Control Channel (PDCCH) transmission method and device""";"""CN112423392A""";"2021/2/26";"""CN201910786388.5A""";"2019/8/23";"";"";"2019/8/23";"""���,���,������""";"";"""H04W72/042||H04L1/00||H04L1/0038||H04L1/16||H04L1/1607||H04W72/04||H04W72/0446||H04W72/0453||""";"40";"4";"0";"""CN - Pending, WO - """;TRUE;TRUE
"""US10014999B2""";"""Methods for repetitive transmission of physical control channel, base station and user equipment""";"""US20170012755A1""";"2017/1/12";"""US15/113,509""";"2015/1/12";"""Sharp Corp""";"""H04L5/0053||H04L1/08||H04L27/261||H04L5/0091||H04L5/0094||H04L25/03866||H04W84/042||H04W88/02||""";"""PDCCH monitoring and sending method and device, storage medium, terminal and base station""";"""CN110621073A""";"2019/12/27";"""CN201911088412.4A""";"2019/11/8";"";"";"2019/11/8";"""�ܻ���,�����""";"";"""H04B17/30||H04L5/0053||H04W72/042||""";"31";"13";"6";"""CN - Pending, WO - """;TRUE;TRUE
"""US10014999B2""";"""Methods for repetitive transmission of physical control channel, base station and user equipment""";"""US20170012755A1""";"2017/1/12";"""US15/113,509""";"2015/1/12";"""Sharp Corp""";"""H04L5/0053||H04L1/08||H04L27/261||H04L5/0091||H04L5/0094||H04L25/03866||H04W84/042||H04W88/02||""";"""Transmission method and apparatus""";"""WO2021159308A1""";"2021/8/19";"""PCT/CN2020/074884""";"2020/2/12";"";"";"2020/2/12";"""��ΰ��""";"";"""H04W72/04||""";"72";"4";"0";"""WO - """;TRUE;TRUE
"""US10014999B2""";"""Methods for repetitive transmission of physical control channel, base station and user equipment""";"""US20170012755A1""";"2017/1/12";"""US15/113,509""";"2015/1/12";"""Sharp Corp""";"""H04L5/0053||H04L1/08||H04L27/261||H04L5/0091||H04L5/0094||H04L25/03866||H04W84/042||H04W88/02||""";"""Method and device for transmitting physical downlink control channel and storage medium""";"""WO2021223230A1""";"2021/11/11";"""PCT/CN2020/089234""";"2020/5/8";"";"";"2020/5/8";"""Ĳ��""";"";"""H04L27/26||""";"34";"4";"0";"""WO - """;TRUE;TRUE
"""US10014999B2""";"""Methods for repetitive transmission of physical control channel, base station and user equipment""";"""US20170012755A1""";"2017/1/12";"""US15/113,509""";"2015/1/12";"""Sharp Corp""";"""H04L5/0053||H04L1/08||H04L27/261||H04L5/0091||H04L5/0094||H04L25/03866||H04W84/042||H04W88/02||""";"""Scrambling initialisation in a communications system""";"""US20180323897A1""";"2018/11/8";"""US15/773,310""";"2016/11/1";"""US11184101B2""";"2021/11/23";"2015/11/6";"""Robert Arnott,Yassin Aden Awad,Caroline Liang""";"";"""H04J13/10||H04J13/0022||H04J13/0025||H04W4/70||H04W72/0466||H04W8/26||""";"15";"13";"3";"""GB - Withdrawn, JP - Pending, WO - Pending Application Filing Pending Active Pending, EP - Pending Application Filing Pending Active Pending, US - Pending Application Filing Pending Active Pending, CN - Pending Application Filing Pending Active Pending""";FALSE;TRUE
"""US10015031B2""";"""Data receiving method and apparatus supporting expansion modulation scheme""";"""US20160294593A1""";"2016/10/6";"""US15/038,129""";"2014/11/28";"""LG Electronics Inc""";"""H04L27/2602||H04L27/34||H04L5/0053||H04W72/042||H04W52/262||""";"""Cell reselection method, device and system""";"""CN105101321B""";"2020/1/14";"""CN201410214624.3A""";"2014/5/20";"""CN105101321B""";"2020/1/14";"2014/5/20";"""���·�,�ƺ�""";"";"""H04W36/08||H04W36/0061||H04W48/18||""";"21";"16";"11";"""CN - Active Active Application Filing Active, EP - Active Active Application Filing Active, WO - Active Active Application Filing Active, US - Active Active Application Filing Active""";TRUE;TRUE
"""US10015031B2""";"""Data receiving method and apparatus supporting expansion modulation scheme""";"""US20160294593A1""";"2016/10/6";"""US15/038,129""";"2014/11/28";"""LG Electronics Inc""";"""H04L27/2602||H04L27/34||H04L5/0053||H04W72/042||H04W52/262||""";"""Flexible resource mapping and MCS determination""";"""US11171737B2""";"2021/11/9";"""US15/781,671""";"2015/12/9";"""US11171737B2""";"2021/11/9";"2015/12/9";"""Xiaohui Liu,Neng Wang,Yu Zhang,Jilei Hou""";"";"""H04L1/0003||H04L1/0009||H04L1/0015||H04L1/0026||H04L1/18||H04L1/1893||H04L27/0012||H04L1/1841||""";"28";"66";"3";"""US - Active Application Filing, WO - Active Application Filing""";TRUE;TRUE
